totalprice,xiaoqu,hux,mianji,chaoxiang,zhaungxiu,,dizhi,following,alreadylooked,fabu
540万,嘉绿南苑  , 3室2厅 , 116.92平米 , 南 , 其他 ,,  嘉绿,11人关注 , 共2次带看 , 8个月以前发布
420万,恩济花苑  , 2室1厅 , 84平米 , 南 , 其他 ,,  文一西路,5人关注 , 共2次带看 , 8个月以前发布
340万,桃源春居  , 3室2厅 , 115.48平米 , 南 , 简装 ,,  嘉绿,32人关注 , 共3次带看 , 8个月以前发布
473万,白荡海人家  , 2室2厅 , 83.2平米 , 南 , 精装 ,,  文教,12人关注 , 共2次带看 , 8个月以前发布
720万,桂花城  , 3室2厅 , 132.55平米 , 南 , 精装 ,,  文一西路,24人关注 , 共1次带看 , 8个月以前发布
578万,西溪诚园致诚苑  , 3室1厅 , 87.8平米 , 南 , 精装 ,,  西溪,58人关注 , 共0次带看 , 7个月以前发布
228万,翠苑一区  , 2室1厅 , 48.31平米 , 南 , 精装 ,,  翠苑,24人关注 , 共0次带看 , 7个月以前发布
183万,都市阳光华苑  , 2室2厅 , 61.38平米 , 南 , 简装,,  良渚,44人关注 , 共1次带看 , 7个月以前发布
790万,阳光地带西区  , 3室2厅 , 137平米 , 南 北 , 简装 ,,  文一西路,12人关注 , 共4次带看 , 7个月以前发布
425万,金都新城  , 2室2厅 , 88.77平米 , 南 , 精装 ,,  文三西路,13人关注 , 共1次带看 , 7个月以前发布
350万,金地自在城  , 3室2厅 , 89平米 , 南 北 , 精装 ,,  三墩,44人关注 , 共0次带看 , 7个月以前发布
240万,人和家园  , 3室2厅 , 95.26平米 , 南 , 精装 ,,  留下,94人关注 , 共3次带看 , 7个月以前发布
490万,南都德迦东区  , 3室1厅 , 95.12平米 , 南 , 简装 ,,  文三西路,42人关注 , 共1次带看 , 7个月以前发布
410万,丹桂公寓  , 3室1厅 , 85.81平米 , 南 , 简装 ,,  文三西路,51人关注 , 共1次带看 , 7个月以前发布
235万,古荡新村东区  , 2室2厅 , 59.95平米 , 南 , 其他 ,,  古荡,23人关注 , 共3次带看 , 7个月以前发布
470万,嘉绿北苑  , 4室2厅 , 121.3平米 , 东 , 简装 ,,  嘉绿,31人关注 , 共2次带看 , 6个月以前发布
530万,金色蓝庭  , 3室1厅 , 87.55平米 , 南 , 精装 ,,  嘉绿,26人关注 , 共0次带看 , 6个月以前发布
500万,里东山弄  , 3室2厅 , 87.14平米 , 南 , 简装,,  黄龙,23人关注 , 共0次带看 , 6个月以前发布
425万,上郡  , 2室2厅 , 88.84平米 , 南 , 其他 ,,  申花,0人关注 , 共2次带看 , 6个月以前发布
458万,政新花园  , 3室1厅 , 81.8平米 , 南 , 简装 ,,  文一西路,12人关注 , 共0次带看 , 6个月以前发布
340万,雅仕苑  , 2室2厅 , 68.15平米 , 南 , 其他 ,,  文一西路,17人关注 , 共0次带看 , 6个月以前发布
290万,金地自在城  , 2室2厅 , 79平米 , 南 , 精装 ,,  三墩,54人关注 , 共2次带看 , 5个月以前发布
550万,香樟公寓  , 4室1厅 , 131.73平米 , 南 , 简装 ,,  文三西路,24人关注 , 共1次带看 , 5个月以前发布
490万,绿城之江1号  , 3室1厅 , 127.04平米 , 南 , 其他 ,,  转塘,29人关注 , 共2次带看 , 5个月以前发布
625万,坤和西溪里  , 3室1厅 , 121.91平米 , 南 北 , 精装 ,,  西溪,24人关注 , 共1次带看 , 4个月以前发布
380万,南都花园二区  , 3室2厅 , 75.22平米 , 南 , 精装 ,,  文一西路,10人关注 , 共1次带看 , 4个月以前发布
300万,金地自在城  , 2室1厅 , 76.93平米 , 南 北 , 精装 ,,  三墩,20人关注 , 共4次带看 , 3个月以前发布
360万,中旅紫金名门  , 3室2厅 , 86.65平米 , 南 , 精装,,  申花,41人关注 , 共1次带看 , 10个月以前发布
410万,物华小区  , 3室2厅 , 142.11平米 , 南 , 精装 ,,  嘉绿,40人关注 , 共4次带看 , 6个月以前发布
242万,环城西路83号  , 1室1厅 , 38.74平米 , 东 , 精装,,  黄龙,5人关注 , 共3次带看 , 5个月以前发布
628万,下宁巷  , 3室1厅 , 74.1平米 , 南 , 简装 ,,  学军,8人关注 , 共0次带看 , 8个月以前发布
160万,嘉绿福苑  , 1室1厅 , 52.38平米 , 南 , 精装 ,,  嘉绿,281人关注 , 共0次带看 , 一年前发布
160万,嘉绿福苑  , 1室1厅 , 63平米 , 北 , 精装 ,,  嘉绿,42人关注 , 共0次带看 , 一年前发布
379万,学院路176-178号大院  , 2室1厅 , 57.73平米 , 南 , 简装 ,,  文教,47人关注 , 共0次带看 , 一年前发布
150万,华元天鹅堡  , 1室1厅 , 61.5平米 , 南 , 精装 ,,  文三西路,30人关注 , 共1次带看 , 8个月以前发布
400万,亚洲城花园  , 3室2厅 , 95.49平米 , 南 , 简装 ,,  古荡,17人关注 , 共0次带看 , 一年前发布
320万,金都花园  , 2室1厅 , 78.14平米 , 南 北 , 精装 ,,  文三西路,21人关注 , 共1次带看 , 一年前发布
380万,西荡苑梨苑  , 3室1厅 , 75.98平米 , 南 北 , 简装 ,,  文三西路,6人关注 , 共0次带看 , 一年前发布
265万,玉古路167.171号  , 1室1厅 , 43.5平米 , 南 , 精装 ,,  黄龙,30人关注 , 共4次带看 , 一年前发布
508万,马塍路32号  , 2室1厅 , 63.58平米 , 南 , 简装 ,,  学军,57人关注 , 共0次带看 , 一年前发布
300万,康乐香港城  , 2室2厅 , 78.29平米 , 南 , 简装 ,,  文三西路,39人关注 , 共0次带看 , 一年前发布
300万,西湖区教师公寓  , 2室1厅 , 71.33平米 , 南 , 简装 ,,  翠苑,31人关注 , 共0次带看 , 一年前发布
600万,今日嘉园  , 2室2厅 , 99.8平米 , 南 , 简装 ,,  文教,7人关注 , 共1次带看 , 一年前发布
420万,绿城之江1号  , 2室1厅 , 89.96平米 , 东南 南 , 精装 ,,  转塘,67人关注 , 共0次带看 , 11个月以前发布
540万,桂花城  , 2室2厅 , 95.35平米 , 南 , 简装 ,,  文一西路,37人关注 , 共0次带看 , 11个月以前发布
265万,厚诚路  , 3室2厅 , 89.5平米 , 南 , 精装,,  三墩,74人关注 , 共0次带看 , 11个月以前发布
455万,金田花园  , 3室2厅 , 124.95平米 , 南 , 简装 ,,  文三西路,31人关注 , 共0次带看 , 10个月以前发布
390万,绿洲湾  , 3室2厅 , 94平米 , 南 , 简装 ,,  文一西路,13人关注 , 共0次带看 , 10个月以前发布
310万,文一西路77号  , 2室1厅 , 75.88平米 , 南 , 简装,,  嘉绿,11人关注 , 共0次带看 , 10个月以前发布
339万,沁雅花园  , 2室1厅 , 74.2平米 , 南 , 简装 ,,  文三西路,6人关注 , 共0次带看 , 10个月以前发布
405万,西溪晴雪  , 3室2厅 , 89.16平米 , 南 , 精装 ,,  西溪,25人关注 , 共0次带看 , 9个月以前发布
520万,广宇西城美墅  , 3室2厅 , 87.4平米 , 南 , 精装 ,,  申花,21人关注 , 共0次带看 , 9个月以前发布
600万,文二路21号  , 3室2厅 , 74.17平米 , 南 , 精装 ,,  学军,25人关注 , 共1次带看 , 9个月以前发布
370万,嘉绿北苑  , 3室1厅 , 71.44平米 , 南 , 精装 ,,  嘉绿,17人关注 , 共0次带看 , 9个月以前发布
345万,西溪蝶园二期  , 2室1厅 , 68.83平米 , 南 , 精装 ,,  西溪,88人关注 , 共0次带看 , 9个月以前发布
425万,河缸桥  , 3室1厅 , 78.11平米 , 南 , 简装 ,,  文教,9人关注 , 共0次带看 , 9个月以前发布
337万,人和家园  , 3室2厅 , 135.32平米 , 南 北 , 精装 ,,  留下,14人关注 , 共0次带看 , 9个月以前发布
370万,康乐香港城  , 3室2厅 , 99.84平米 , 南 北 , 简装 ,,  文三西路,14人关注 , 共0次带看 , 9个月以前发布
309万,翠苑五区  , 2室1厅 , 72.08平米 , 南 北 , 精装 ,,  翠苑,17人关注 , 共0次带看 , 9个月以前发布
950万,崇文公寓  , 3室2厅 , 121平米 , 南 , 精装 ,,  学军,5人关注 , 共1次带看 , 8个月以前发布
760万,名仕家园  , 3室2厅 , 153平米 , 南 北 , 精装 ,,  文一西路,2人关注 , 共0次带看 , 8个月以前发布
845万,梧桐公寓  , 3室2厅 , 138.58平米 , 南 , 精装 ,,  文教,22人关注 , 共0次带看 , 8个月以前发布
968万,耀江文鼎苑  , 3室2厅 , 132.15平米 , 南 , 精装 ,,  申花,27人关注 , 共0次带看 , 8个月以前发布
400万,石灰桥新村  , 2室1厅 , 65.32平米 , 南 , 简装 ,,  文教,6人关注 , 共1次带看 , 8个月以前发布
688万,丽阳苑  , 3室2厅 , 138平米 , 南 , 精装 ,,  申花,14人关注 , 共0次带看 , 8个月以前发布
310万,康乐新村  , 2室2厅 , 77.89平米 , 南 , 简装 ,,  文三西路,8人关注 , 共0次带看 , 8个月以前发布
290万,新星小区  , 3室2厅 , 111平米 , 南 北 , 简装 ,,  三墩,30人关注 , 共2次带看 , 8个月以前发布
320万,嘉绿景苑西园  , 2室1厅 , 70.99平米 , 南 , 简装 ,,  文三西路,30人关注 , 共0次带看 , 8个月以前发布
345万,南都花园三区  , 3室1厅 , 76.21平米 , 南 北 , 简装 ,,  文一西路,7人关注 , 共0次带看 , 8个月以前发布
380万,文二路36号  , 2室1厅 , 71平米 , 南 , 简装 ,,  文教,5人关注 , 共1次带看 , 7个月以前发布
730万,政苑小区  , 3室2厅 , 143.74平米 , 南 , 简装 ,,  申花,10人关注 , 共0次带看 , 7个月以前发布
805万,紫金文苑  , 4室2厅 , 170.62平米 , 南 北 , 精装 ,,  申花,7人关注 , 共0次带看 , 7个月以前发布
600万,耀江文鼎苑  , 2室1厅 , 88平米 , 南 , 精装 ,,  申花,19人关注 , 共0次带看 , 7个月以前发布
559万,西溪河东  , 3室1厅 , 77.62平米 , 南 北 , 简装 ,,  学军,12人关注 , 共1次带看 , 7个月以前发布
300万,玉古路167.171号  , 1室1厅 , 42.58平米 , 南 , 精装 ,,  黄龙,8人关注 , 共1次带看 , 7个月以前发布
870万,中豪晴园  , 3室2厅 , 133.38平米 , 南 , 其他 ,,  文教,13人关注 , 共1次带看 , 7个月以前发布
438万,武林巷36号  , 3室1厅 , 76平米 , 南 , 简装 ,,  文三,7人关注 , 共1次带看 , 7个月以前发布
408万,白荡海社区  , 2室1厅 , 66.87平米 , 南 北 , 简装 ,,  文教,0人关注 , 共1次带看 , 7个月以前发布
380万,万科坤和玉泉  , 2室2厅 , 70.7平米 , 南 , 精装,,  西溪,18人关注 , 共0次带看 , 7个月以前发布
700万,外东山弄  , 4室2厅 , 102平米 , 南 , 简装 ,,  黄龙,10人关注 , 共0次带看 , 7个月以前发布
630万,世纪新城西区  , 3室2厅 , 114.45平米 , 南 西南 , 精装 ,,  嘉绿,19人关注 , 共2次带看 , 6个月以前发布
630万,坤和西溪里  , 3室2厅 , 138平米 , 南 北 , 精装 ,,  西溪,18人关注 , 共0次带看 , 6个月以前发布
340万,南都花园一区  , 3室1厅 , 76.21平米 , 南 , 简装 ,,  文一西路,12人关注 , 共1次带看 , 6个月以前发布
328万,求是村  , 2室1厅 , 45平米 , 南 , 简装 ,,  黄龙,54人关注 , 共0次带看 , 6个月以前发布
520万,广宇西城年华  , 2室2厅 , 99.61平米 , 南 , 精装 ,,  申花,9人关注 , 共0次带看 , 6个月以前发布
560万,日晖新村  , 3室1厅 , 68.47平米 , 南 北 , 精装 ,,  学军,24人关注 , 共1次带看 , 6个月以前发布
210万,枫华府第  , 1室0厅 , 48.3平米 , 东 东南 , 精装 ,,  翠苑,12人关注 , 共1次带看 , 6个月以前发布
350万,翰墨香林苑  , 3室2厅 , 134.99平米 , 南 , 其他 ,,  小和山,12人关注 , 共1次带看 , 6个月以前发布
390万,朗郡庭园  , 2室1厅 , 80.42平米 , 南 , 精装 ,,  转塘,6人关注 , 共0次带看 , 6个月以前发布
520万,万科西庐  , 3室2厅 , 90平米 , 南 北 , 精装 ,,  西溪,19人关注 , 共1次带看 , 6个月以前发布
330万,金地自在城  , 2室1厅 , 78.55平米 , 南 北 , 精装 ,,  三墩,26人关注 , 共0次带看 , 6个月以前发布
249万,留下西苑  , 2室1厅 , 70.19平米 , 南 北 , 简装 ,,  西溪,64人关注 , 共0次带看 , 6个月以前发布
290万,康乐香港城  , 3室1厅 , 81.36平米 , 南 , 简装 ,,  文三西路,12人关注 , 共1次带看 , 6个月以前发布
298万,紫金公寓  , 2室2厅 , 80.15平米 , 南 , 简装 ,,  文三西路,11人关注 , 共2次带看 , 6个月以前发布
650万,之江九里  , 3室2厅 , 137.84平米 , 南 , 精装 ,,  之江,17人关注 , 共0次带看 , 6个月以前发布
360万,花园西村  , 2室1厅 , 57平米 , 南 , 简装 ,,  文教,30人关注 , 共0次带看 , 6个月以前发布
1250万,西溪诚园守纯苑  , 3室2厅 , 166.47平米 , 南 北 , 精装 ,,  西溪,17人关注 , 共0次带看 , 6个月以前发布
510万,新西湖花园  , 3室2厅 , 166.74平米 , 南 北 , 精装 ,,  之江,2人关注 , 共1次带看 , 6个月以前发布
326万,金成花园  , 2室1厅 , 65.23平米 , 南 北 , 精装 ,,  文一西路,25人关注 , 共4次带看 , 6个月以前发布
550万,融创河滨之城  , 3室2厅 , 89.28平米 , 南 , 精装,,  西溪,28人关注 , 共0次带看 , 6个月以前发布
245万,古荡新村西区  , 2室1厅 , 60.02平米 , 南 , 精装 ,,  古荡,55人关注 , 共2次带看 , 6个月以前发布
275万,物华小区  , 2室2厅 , 70.71平米 , 南 , 简装 ,,  嘉绿,10人关注 , 共1次带看 , 5个月以前发布
310万,金地自在城  , 2室2厅 , 79平米 , 南 , 精装 ,,  三墩,17人关注 , 共2次带看 , 5个月以前发布
600万,耀江文鼎苑  , 2室2厅 , 87.13平米 , 南 , 精装 ,,  申花,28人关注 , 共1次带看 , 5个月以前发布
240万,翠苑二区  , 2室1厅 , 54.48平米 , 南 , 其他 ,,  翠苑,15人关注 , 共1次带看 , 5个月以前发布
350万,新世纪花苑  , 3室2厅 , 110.8平米 , 南 北 , 精装 ,,  三墩,17人关注 , 共0次带看 , 5个月以前发布
1200万,坤和和家园  , 5室3厅 , 312平米 , 南 北 , 毛坯 ,,  西溪,11人关注 , 共1次带看 , 5个月以前发布
330万,翠苑四区  , 3室1厅 , 73.74平米 , 南 , 简装 ,,  翠苑,12人关注 , 共1次带看 , 5个月以前发布
328万,白马尊邸  , 2室2厅 , 86平米 , 南 , 精装 ,,  三墩,8人关注 , 共0次带看 , 5个月以前发布
400万,嘉绿文苑  , 2室1厅 , 77.78平米 , 南 , 其他 ,,  嘉绿,12人关注 , 共0次带看 , 5个月以前发布
258万,紫金公寓  , 2室1厅 , 58.24平米 , 南 , 简装 ,,  文三西路,5人关注 , 共4次带看 , 5个月以前发布
270万,金都花园  , 2室1厅 , 58.74平米 , 南 , 精装 ,,  文三西路,10人关注 , 共1次带看 , 5个月以前发布
500万,毛家桥公寓  , 2室2厅 , 87.34平米 , 南 , 精装 ,,  嘉绿,9人关注 , 共2次带看 , 5个月以前发布
230万,浙江油田留下小区  , 2室2厅 , 70.2平米 , 南 北 , 简装,,  西溪,17人关注 , 共1次带看 , 5个月以前发布
550万,白荡海人家  , 3室2厅 , 105.43平米 , 南 北 , 简装 ,,  文教,22人关注 , 共0次带看 , 5个月以前发布
630万,耀江文鼎苑  , 2室2厅 , 97.12平米 , 南 , 精装 ,,  申花,10人关注 , 共3次带看 , 5个月以前发布
820万,阳光地带西区  , 3室2厅 , 138.15平米 , 南 , 精装 ,,  文一西路,12人关注 , 共2次带看 , 5个月以前发布
650万,文三新村  , 3室1厅 , 90.07平米 , 南 北 , 精装 ,,  文三,6人关注 , 共1次带看 , 5个月以前发布
167万,翠苑三区  , 1室1厅 , 41.09平米 , 南 , 简装 ,,  翠苑,21人关注 , 共0次带看 , 4个月以前发布
250万,润达花园  , 2室2厅 , 72.02平米 , 南 , 精装 ,,  三墩,13人关注 , 共1次带看 , 3个月以前发布
278万,南都花园二区  , 2室1厅 , 61.95平米 , 南 北 , 简装 ,,  文一西路,21人关注 , 共1次带看 , 3个月以前发布
185万,乾成园  , 2室1厅 , 60.64平米 , 南 , 简装 ,,  三墩,26人关注 , 共2次带看 , 3个月以前发布
188万,墩莳家园  , 2室1厅 , 62.59平米 , 南 , 简装,,  良渚,14人关注 , 共1次带看 , 3个月以前发布
608万,华海园  , 3室2厅 , 119.61平米 , 南 , 精装 ,,  文教,27人关注 , 共1次带看 , 3个月以前发布
365万,金地自在城  , 3室1厅 , 88.5平米 , 南 , 其他 ,,  三墩,2人关注 , 共1次带看 , 22天以前发布
900万,南都德迦西区  , 5室2厅 , 300.91平米 , 南 北 , 精装 ,,  文三西路,87人关注 , 共3次带看 , 一年前发布
2300万,坤和和家园   , 双拼别墅 , 5室2厅 , 330.55平米 , 南 , 无电梯,  西溪,48人关注 , 共2次带看 , 一年前发布
90万,同人精华  , 1室0厅 , 30.22平米 , 西 , 精装 ,,  申花,285人关注 , 共1次带看 , 一年前发布
160万,世贸丽晶城欧美中心  , 1室0厅 , 44.07平米 , 东 , 精装 ,,  九莲,32人关注 , 共0次带看 , 一年前发布
265万,世贸丽晶城欧美中心  , 2室1厅 , 88平米 , 东 , 精装 ,,  九莲,27人关注 , 共1次带看 , 10个月以前发布
205万,黄龙雅苑  , 1室2厅 , 54.5平米 , 北 , 简装 ,,  黄龙,32人关注 , 共0次带看 , 8个月以前发布
145万,筑品金座  , 1室1厅 , 46.6平米 , 西北 , 简装 ,,  文三西路,15人关注 , 共0次带看 , 5个月以前发布
319万,三墩颐景园  , 2室2厅 , 82.56平米 , 东 西 , 精装 ,,  三墩,114人关注 , 共0次带看 , 一年前发布
500万,府苑新村  , 4室2厅 , 91平米 , 南 , 简装 ,,  文三西路,28人关注 , 共0次带看 , 一年前发布
530万,求是村  , 2室2厅 , 77.31平米 , 东南 南 , 精装 ,,  黄龙,20人关注 , 共0次带看 , 一年前发布
590万,金都城市芯宇  , 2室1厅 , 91平米 , 南 , 精装 ,,  文教,12人关注 , 共0次带看 , 一年前发布
820万,朗郡庭园  , 5室2厅 , 272.21平米 , 南 , 简装 ,,  转塘,13人关注 , 共0次带看 , 一年前发布
330万,浪漫和山  , 3室2厅 , 142.5平米 , 南 , 精装 ,,  小和山,9人关注 , 共0次带看 , 一年前发布
430万,曙光路9号  , 2室1厅 , 64.09平米 , 南 北 , 精装,,  黄龙,25人关注 , 共0次带看 , 一年前发布
490万,西荡苑杏苑  , 3室2厅 , 102.13平米 , 南 , 精装 ,,  文三西路,7人关注 , 共1次带看 , 一年前发布
360万,康新花园  , 3室1厅 , 88.71平米 , 西 , 精装 ,,  古荡,19人关注 , 共0次带看 , 11个月以前发布
310万,古荡新村西区  , 3室1厅 , 73.09平米 , 南 , 简装 ,,  古荡,24人关注 , 共0次带看 , 11个月以前发布
290万,南都花园三区  , 2室2厅 , 67.61平米 , 南 , 简装 ,,  文一西路,41人关注 , 共0次带看 , 10个月以前发布
650万,颐景园  , 3室2厅 , 124平米 , 南 , 简装 ,,  文三西路,24人关注 , 共0次带看 , 10个月以前发布
380万,望月公寓  , 3室2厅 , 121平米 , 南 , 简装 ,,  申花,29人关注 , 共0次带看 , 10个月以前发布
300万,城市心境  , 1室2厅 , 72.72平米 , 南 , 精装 ,,  文三西路,48人关注 , 共0次带看 , 10个月以前发布
360万,中海紫藤苑  , 2室1厅 , 89平米 , 南 北 , 精装 ,,  三墩,10人关注 , 共0次带看 , 10个月以前发布
685万,金都城市芯宇  , 2室2厅 , 97.59平米 , 南 , 精装 ,,  文教,9人关注 , 共0次带看 , 10个月以前发布
240万,新星小区  , 3室1厅 , 82.15平米 , 南 , 简装 ,,  三墩,54人关注 , 共1次带看 , 10个月以前发布
